nombre,apellido,partido,ciudad,bio,propuesta_electoral,tipos_eleccion,lista_electoral,territorio,region,eleccion,nro_lista,revision_apellido
Barbara,Kast Sommerhoff,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,75,
Claudia,Urrutia Marquez,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,75,
Jorge,Saffirio Espinoza,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 22,De La Araucania,Diputado,75,
Kyle,Campbell Campbell,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,75,
Ariel,Amigo Vidal,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,76,
Jorge,Contreras Blumel,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,76,
Jose Miguel,Castro Bascuñan,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,76,
Nayaret,Oviedo Alvarez,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,76,
Baldemar,Higueras Vivar,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,77,
Daniela,Castro Araya,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,77,
Eduardo,Duran Salinas,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,77,
Guillermo,Cofre Muñoz,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,77,
Mario,Gierke Quevedo,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,77,
Carolina,Latorre Cruz,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,78,
Flor,Weisse Novoa,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,78,
Isabel,Ubal Faundez,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,78,
Luis,Pardo Sainz,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,78,
Susan,Atuan Salcedo,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,78,
Carolina,Torres Pirazzoli,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,79,
Jose Luis,Veliz Veliz,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,79,
Macarena,Venegas Tassara,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,79,
Percy,Marin Vera,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,79,
Daniel,Coronado Coronado,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,80,
Danilo,Quiroz Crovetto,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,80,
Felipe,Donoso Castro,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,80,
Jorge,Olivares Puentes,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,80,
Patricio,Laguna Gebauer,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,80,
Carolina,Julio Latorre,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,81,
Claudia,Lange Farias,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,81,
Francisco,Undurraga Gazitua,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,81,
Lennin,Arroyo Vega,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,81,
Yantiel,Calderon Valenzuela,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 3,De Antofagasta,Diputado,81,
Cristhian,Moreira Barros,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 13,Metropolitana De Santiago,Diputado,82,
Emiliano,Orueta Bustos,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,82,
Jaime,Coloma Alamos,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,82,
Jordan,Guajardo Vicencio,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,82,
Macarena,Cornejo Fuentes,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,82,
Christian,Gomez Diaz,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,83,
Diego,Schalper Sepulveda,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,83,
Javier,Crasemann Alfonso,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,83,
Juan De,Dios Valdivieso Tagle,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,83,1
Catalina,Otero Perez,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,84,
Claudia,Castro Gutierrez,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,84,
Claudia,Mora Vega,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,84,
Pia,Margarit Bahamonde,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,84,
Alejandra,Novoa Sandoval,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,85,
Jorge,Galdames Horostica,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,85,
Natalia,Romero Talguia,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,85,
Percy,Carter Morong,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,85,
Viviana,Nuñez Carrasco,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 6,De Valparaiso,Diputado,85,
Carlos,Ward Edwards,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,86,
Gonzalo,Egas Pourailly,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,86,
Pablo,Mira Hurtado,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,86,
Constanza,Hube Portus,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 11,Metropolitana De Santiago,Diputado,87,
Elizabeth,Carrasco Urrutia,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,87,
Pablo,Herrera Rogers,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,87,
Andres,Celis Montt,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,88,
Guillermo,Ramirez Diez,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,88,
Rosa,Oyarce Suazo,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,88,
Trinidad,Biggs Montaner,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 14,Metropolitana De Santiago,Diputado,88,
Ximena,Ossandon Irarrazabal,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,88,
Cesar,Vega Lazo,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,89,
Cristobal,Martinez Ramirez,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,89,
Jose Miguel,Gonzalez Zapata,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,89,
Marco Antonio,Sulantay Olivares,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,89,
Paola,Romero Llanos,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,89,
Samira,Chahuan Akle,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,89,
Erika Olivera,De La Fuente,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,90,1
Hugo,Estrella Muñoz,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,90,
Juan Manuel,Fuenzalida Cobo,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,90,
Leopoldo,Moreno Contardo,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,90,
Marta,Bravo Salinas,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,90,
Nataly,Ortuzar Mendez,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,90,
Tomas,Kast Sommerhoff,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,90,
Carlos,Mondaca Matzner,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,91,
Claudia,Salas Melinao,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,91,
Frank,Sauerbaum Muñoz,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,91,
Giannina,Gonzalez Michea,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,91,
Paz,Ortuzar Fuenzalida,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,91,
Sebastian,Keitel Rondon,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,91,
Veronica,Montecinos Ortiz,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,91,
Aldo,Duque Santos,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,92,
Beatriz,Lagos Campos,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,92,
Carlos,Chandia Alarcon,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,92,
Claudia,Rasso Socias,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,92,
Ignacia,Gomez Martinez,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,92,
Jorge,Garces Rojas,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,92,
Roberto,Vega Campusano,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,92,
Anibal,Pinto Ferrada,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,93,
Axel,Gonzalez Manquein,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,93,
Maria Elena,Barco Sanchez,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,93,
Mario,Olavarria Rodriguez,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 8,Metropolitana De Santiago,Diputado,93,
Marlen,Olivari Mayer,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,93,
Patricio,Caamaño Viveros,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,93,
Rosetta,Paris Avalos,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,93,
Felipe,Vidal Cuevas,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,94,
Genoveva,Sepulveda Venegas,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,94,
Johana,Concha Ortiz,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,94,
Jorge,Castro Muñoz,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,94,
Jorge,Sabag Villalobos,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 19,De Ñuble,Diputado,94,
Rodrigo,Orrego Galvez,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,94,
Sergio,Bobadilla Muñoz,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,94,
Francisco,Martinez Rivera,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,95,
German,Vergara Lagos,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,95,
Jonathan,Barrera Guajardo,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 12,Metropolitana De Santiago,Diputado,95,
Juan Manuel,Santa Cruz Campaña,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 9,Metropolitana De Santiago,Diputado,95,1
Macarena,Urenda Salamanca,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,95,
Marlene,Perez Cartes,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,95,
Henry,Campos Coa,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,96,
Hotuiti,Teao Drago,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 7,De Valparaiso,Diputado,96,
Rene Manuel,Garcia Garcia,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,96,
Victor,Pino Fuentes,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 5,De Coquimbo,Diputado,96,
Luciano,Silva Mora,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,97,
Pedro,Duran Sanhueza,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 23,De La Araucania,Diputado,97,
Robert,Contreras Reyes,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,98,
Mirtha,Encina Ovalle,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,99,
Anita,Escobar Gattas,Independiente Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,100,
Claudia,Stambuk Mardones,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,100,
Erich,Grohs Marin,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,100,
Freddy,Blanc Sperberg,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,100,
Margarita,Garrido Acevedo,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,100,
Maria Isabel,Saez Vila,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,100,
Sebastian,Zamora Soto,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,100,
Andres,Arce Bustos,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,101,
Claudia,Pichulman Cuadra,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,101,
Constanza,Peña Contreras,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,101,
Jaime,Morales Otarola,Independiente Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,101,
Juan Carlos,Gomez Escobar,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,101,
Valeska,Oyarce Peña,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,101,
Alberto,Seguel Mena,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,102,
Macarena,Santelices Cañas,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,102,
Maria Soledad,Robles Espinosa,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,102,
Pedro,Schwedelbach Puga,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,102,
Pier,Karlezi Hazleby,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,102,
Rodolfo,Valenzuela Pardo,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,102,
Alejandra,Carrasco Perez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,103,
Alvaro,Carter Fernandez,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,103,
Carolina,Garate Vergara,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,103,
Francesca,Muñoz Gonzalez,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,103,
Miguel,Sanzana Villablanca,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,103,
Veronica,Pizarro Garcia,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,103,
Barbara,Vera Sepulveda,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,104,
Jose,Bravo Burgos,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,104,
Pamela,Rishmague Buzzo,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,104,
Roberto,Arroyo Muñoz,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,104,
Antaris,Varela Compagnon,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,105,
Jorge,Sepulveda Rosales,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,105,
Juan Alberto,Sepulveda Quezada,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,105,
Jessica,Flores Reyes,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,106,
Gabriel,Torres Hermosilla,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,107,
Reinaldo,Gonzalez Mariangel,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,108,
Jimena,Figueroa Negron,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,109,
James,Argo Chavez,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,110,
Paz,Charpentier Rajcevich,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 20,Del Biobio,Diputado,111,
Hans,Marowski Cuevas,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,113,
Leticia,Araya Ahumada,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,114,
Franco,Frias Gutierrez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,115,
Evelyn,Hernandez Flores,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,116,
Jean,Bonvallet Setti,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,117,
Gino,Lorenzini Barrios,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,118,
Matias,Bellolio Merino,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,119,
Abigail,Aburto Cardenas,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,120,
Jose Antonio,Kast Adriasola,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 10,Metropolitana De Santiago,Diputado,121,
Manuel,Anabalon Jeldres,Independiente Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 14,De Aysen Del General Carlos Ibañez Del Campo,Senador,16,
Belen,Oyarzun Eihhorst,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 14,De Aysen Del General Carlos Ibañez Del Campo,Senador,17,
Felipe,Henriquez Raglianti,Independiente Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 14,De Aysen Del General Carlos Ibañez Del Campo,Senador,18,
Sofia,Cid Versalovic,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 4,De Atacama,Senador,19,
Ulises,Carabantes Ahumada,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 4,De Atacama,Senador,20,
Milka Del,Canto Urrelo,Independiente Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 4,De Atacama,Senador,21,1
Renzo,Trisotti Martinez,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 2,De Tarapaca,Senador,21,
Irene,Mamani Lovera,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,22,
Karen,Heyne Bolados,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 2,De Tarapaca,Senador,22,
Solange,Jimenez Dinamarca,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 2,De Tarapaca,Senador,23,
Vanessa Kaiser,Barents-Von Hohenhagen,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,29,
Cesar,Vargas Zurita,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,30,
Anita De,Arzumendi Cifuentes,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,31,1
Arturo,Squella Ovalle,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,31,
Alberto,Soto Valenzuela,Independiente Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,32,
Pablo,Becker Vasquez,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,32,
Ruth,Hurtado Olave,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,33,
Soledad,Loyola Vera,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,33,
Juan,Castro Prieto,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,34,
Julio,Martinez Colina,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,34,
Rodolfo,Carter Fernandez,Independiente Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 11,De La Araucania,Senador,34,
Camila,Soto Rodriguez,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,35,
Veronica,Vega Orellana,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,35,
Esteban,Barahona Contreras,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 6,De Valparaiso,Senador,36,
Felipe,Gonzalez Lopez,Social Cristiano,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,36,
