eleccion,nro_lista,candidato,region,territorio,lista,partido,gano
Diputado,105,Antaris Varela Compagnon,Del Biobio,Distrito 20,K. Cambio por Chile,Social Cristiano,NO
Diputado,105,Jorge Sepulveda Rosales,De La Araucania,Distrito 23,K. Cambio por Chile,Social Cristiano,NO
Diputado,105,Juan Alberto Sepulveda Quezada,De Valparaiso,Distrito 7,K. Cambio por Chile,Social Cristiano,NO
Diputado,106,Jessica Flores Reyes,Del Biobio,Distrito 20,K. Cambio por Chile,Social Cristiano,NO
Diputado,107,Gabriel Torres Hermosilla,Del Biobio,Distrito 20,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,108,Reinaldo Gonzalez Mariangel,Del Biobio,Distrito 20,K. Cambio por Chile,Nacional Libertario,NO
Diputado,109,Jimena Figueroa Negron,Del Biobio,Distrito 20,K. Cambio por Chile,Nacional Libertario,NO
Diputado,110,James Argo Chavez,Del Biobio,Distrito 20,K. Cambio por Chile,Republicano de Chile,NO
Diputado,111,Paz Charpentier Rajcevich,Del Biobio,Distrito 20,K. Cambio por Chile,Republicano de Chile,SI
Diputado,113,Hans Marowski Cuevas,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Nacional Libertario,SI
Diputado,114,Leticia Araya Ahumada,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Nacional Libertario,NO
Diputado,115,Franco Frias Gutierrez,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Nacional Libertario,NO
Diputado,116,Evelyn Hernandez Flores,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Nacional Libertario,NO
Diputado,117,Jean Bonvallet Setti,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,118,Gino Lorenzini Barrios,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,119,Matias Bellolio Merino,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Republicano de Chile,NO
Diputado,120,Abigail Aburto Cardenas,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,121,Jose Antonio Kast Adriasola,Metropolitana De Santiago,Distrito 10,K. Cambio por Chile,Republicano de Chile,SI
Senador,16,Manuel Anabalon Jeldres,De Aysen Del General Carlos Ibañez Del Campo,Circunscripción Senatorial 14,K. Cambio por Chile,Independiente Social Cristiano,NO
Senador,17,Belen Oyarzun Eihhorst,De Aysen Del General Carlos Ibañez Del Campo,Circunscripción Senatorial 14,K. Cambio por Chile,Republicano de Chile,NO
Senador,18,Felipe Henriquez Raglianti,De Aysen Del General Carlos Ibañez Del Campo,Circunscripción Senatorial 14,K. Cambio por Chile,Independiente Nacional Libertario,NO
Senador,19,Sofia Cid Versalovic,De Atacama,Circunscripción Senatorial 4,K. Cambio por Chile,Republicano de Chile,NO
Senador,20,Ulises Carabantes Ahumada,De Atacama,Circunscripción Senatorial 4,K. Cambio por Chile,Republicano de Chile,NO
Senador,21,Milka Del Canto Urrelo,De Atacama,Circunscripción Senatorial 4,K. Cambio por Chile,Independiente Social Cristiano,NO
Senador,21,Renzo Trisotti Martinez,De Tarapaca,Circunscripción Senatorial 2,K. Cambio por Chile,Republicano de Chile,NO
Senador,22,Irene Mamani Lovera,De Arica Y Parinacota,Circunscripción Senatorial 1,K. Cambio por Chile,Nacional Libertario,NO
Senador,22,Karen Heyne Bolados,De Tarapaca,Circunscripción Senatorial 2,K. Cambio por Chile,Republicano de Chile,NO
Senador,23,Solange Jimenez Dinamarca,De Tarapaca,Circunscripción Senatorial 2,K. Cambio por Chile,Social Cristiano,NO
Senador,29,Vanessa Kaiser Barents-Von Hohenhagen,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Nacional Libertario,NO
Senador,30,Cesar Vargas Zurita,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Nacional Libertario,NO
Senador,31,Anita De Arzumendi Cifuentes,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Social Cristiano,NO
Senador,31,Arturo Squella Ovalle,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Republicano de Chile,NO
Senador,32,Alberto Soto Valenzuela,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Independiente Republicano de Chile,NO
Senador,32,Pablo Becker Vasquez,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Social Cristiano,NO
Senador,33,Ruth Hurtado Olave,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Republicano de Chile,NO
Senador,33,Soledad Loyola Vera,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Republicano de Chile,NO
Senador,34,Juan Castro Prieto,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Social Cristiano,NO
Senador,34,Julio Martinez Colina,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Nacional Libertario,NO
Senador,34,Rodolfo Carter Fernandez,De La Araucania,Circunscripción Senatorial 11,K. Cambio por Chile,Independiente Republicano de Chile,NO
Senador,35,Camila Soto Rodriguez,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Social Cristiano,NO
Senador,35,Veronica Vega Orellana,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Nacional Libertario,NO
Senador,36,Esteban Barahona Contreras,De Valparaiso,Circunscripción Senatorial 6,K. Cambio por Chile,Social Cristiano,NO
Senador,36,Felipe Gonzalez Lopez,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Social Cristiano,NO
Senador,37,Ignacio Urrutia Bonilla,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Republicano de Chile,NO
Senador,38,Cristian Vial Maceratta,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Independiente Republicano de Chile,NO
Senador,39,Pablo Catalan Ramirez,Del Maule,Circunscripción Senatorial 9,K. Cambio por Chile,Nacional Libertario,NO
Diputado,63,Alejandro Riquelme Ducci,De Magallanes Y De La Antartica Chilena,Distrito 28,K. Cambio por Chile,Republicano de Chile,SI
Diputado,64,Cristian Borquez Acuña,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,K. Cambio por Chile,Nacional Libertario,NO
Diputado,64,Juan Srdanovic Arcos,De Magallanes Y De La Antartica Chilena,Distrito 28,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,65,Javiera Calvo Rifo,De Magallanes Y De La Antartica Chilena,Distrito 28,K. Cambio por Chile,Social Cristiano,NO
Diputado,65,Jorge Perez Urra,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,K. Cambio por Chile,Social Cristiano,NO
Diputado,66,Jaime Ceballos Vergara,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,K. Cambio por Chile,Republicano de Chile,NO
Diputado,66,Jorge Muñoz Oyarce,De Tarapaca,Distrito 2,K. Cambio por Chile,Republicano de Chile,NO
Diputado,66,Ramon Aguilar Tobar,De Magallanes Y De La Antartica Chilena,Distrito 28,K. Cambio por Chile,Nacional Libertario,NO
Diputado,67,Cristian Cabezas Mundaca,De Tarapaca,Distrito 2,K. Cambio por Chile,Social Cristiano,NO
Diputado,68,Alvaro Jofre Caceres,De Tarapaca,Distrito 2,K. Cambio por Chile,Nacional Libertario,SI
Diputado,69,Agustin Rendic Galleguillos,De Tarapaca,Distrito 2,K. Cambio por Chile,Nacional Libertario,NO
Diputado,71,Genesis Veloso Lobos,Del Maule,Distrito 18,K. Cambio por Chile,Social Cristiano,NO
Diputado,71,Sebastian Cristi Alfonso,De Los Lagos,Distrito 25,K. Cambio por Chile,Nacional Libertario,NO
Diputado,71,Sebastian Cristoffanini Jaraquemada,Del Libertador General Bernardo O'Higgins,Distrito 16,K. Cambio por Chile,Republicano de Chile,SI
Diputado,72,Cristobal Garcia Ogaz,Del Maule,Distrito 18,K. Cambio por Chile,Republicano de Chile,NO
Diputado,72,Marcelo Zara Pizarro,De Arica Y Parinacota,Distrito 1,K. Cambio por Chile,Nacional Libertario,NO
Diputado,72,Maria Del Pilar Zuñiga Zamorano,Del Libertador General Bernardo O'Higgins,Distrito 16,K. Cambio por Chile,Republicano de Chile,NO
Diputado,72,Paulina Muñoz Minte,De Los Lagos,Distrito 25,K. Cambio por Chile,Nacional Libertario,SI
Diputado,73,Daniel Bustos Leal,Del Maule,Distrito 18,K. Cambio por Chile,Republicano de Chile,SI
Diputado,73,Jose Lee Rodriguez,De Arica Y Parinacota,Distrito 1,K. Cambio por Chile,Social Cristiano,NO
Diputado,73,Karen Berrios Guerra,De Los Lagos,Distrito 25,K. Cambio por Chile,Republicano de Chile,NO
Diputado,73,Luis Bustamante Moraga,Del Libertador General Bernardo O'Higgins,Distrito 16,K. Cambio por Chile,Nacional Libertario,NO
Diputado,73,Tamar Muñoz Sepulveda,De Los Rios,Distrito 24,K. Cambio por Chile,Social Cristiano,NO
Diputado,74,Andrea Iturriaga Hewstone,De Los Lagos,Distrito 25,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,74,Claudia Reyes Larenas,De Los Lagos,Distrito 26,K. Cambio por Chile,Republicano de Chile,SI
Diputado,74,Cristian Menchaca Pinochet,Del Maule,Distrito 18,K. Cambio por Chile,Independiente Republicano de Chile,SI
Diputado,74,Francisco Avaria Marraccini,Del Libertador General Bernardo O'Higgins,Distrito 16,K. Cambio por Chile,Social Cristiano,NO
Diputado,74,Luis Gaete Alvarez,De Los Rios,Distrito 24,K. Cambio por Chile,Nacional Libertario,NO
Diputado,74,Stephanie Jeldrez Ortiz,De Arica Y Parinacota,Distrito 1,K. Cambio por Chile,Republicano de Chile,SI
Diputado,75,Carlos Seitz Aspee,De Los Lagos,Distrito 26,K. Cambio por Chile,Republicano de Chile,NO
Diputado,75,Joaquin Morales Gomez,Del Maule,Distrito 18,K. Cambio por Chile,Nacional Libertario,NO
Diputado,75,Leandro Kunstmann Collado,De Los Rios,Distrito 24,K. Cambio por Chile,Republicano de Chile,SI
Diputado,75,Pollyana Rivera Bigas,De Arica Y Parinacota,Distrito 1,K. Cambio por Chile,Republicano de Chile,NO
Diputado,76,Gloria Naveillan Arriagada,De La Araucania,Distrito 22,K. Cambio por Chile,Nacional Libertario,SI
Diputado,76,Maria Soledad Lorca Sau,De Los Lagos,Distrito 26,K. Cambio por Chile,Nacional Libertario,NO
Diputado,76,Paulina Hernandez Valderrama,De Los Rios,Distrito 24,K. Cambio por Chile,Republicano de Chile,NO
Diputado,77,Marcelo Castillo Aldunate,De Los Lagos,Distrito 26,K. Cambio por Chile,Nacional Libertario,NO
Diputado,77,Victor Badilla Urra,De La Araucania,Distrito 22,K. Cambio por Chile,Nacional Libertario,NO
Diputado,78,Ignacio Urcullu Clement-Lund,De Atacama,Distrito 4,K. Cambio por Chile,Republicano de Chile,SI
Diputado,78,Marco Melo Hernandez,De Los Lagos,Distrito 26,K. Cambio por Chile,Social Cristiano,NO
Diputado,78,Roberto Quintana Burgos,De La Araucania,Distrito 22,K. Cambio por Chile,Social Cristiano,NO
Diputado,79,Cristobal Urruticoechea Rios,Del Biobio,Distrito 21,K. Cambio por Chile,Nacional Libertario,SI
Diputado,79,Felipe Martinez Reyes,De La Araucania,Distrito 22,K. Cambio por Chile,Republicano de Chile,NO
Diputado,79,Natacha Rivas Morales,De Los Lagos,Distrito 26,K. Cambio por Chile,Social Cristiano,NO
Diputado,79,Susana Hiplan Esteffan,De Atacama,Distrito 4,K. Cambio por Chile,Republicano de Chile,NO
Diputado,80,Deborah Negrete Plaza,De La Araucania,Distrito 22,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,80,Evelyn Caamaño Gonzalez,Del Biobio,Distrito 21,K. Cambio por Chile,Nacional Libertario,NO
Diputado,80,Karina Palleres Guzman,De Atacama,Distrito 4,K. Cambio por Chile,Republicano de Chile,NO
Diputado,81,Benjamin Moreno Bascur,Del Maule,Distrito 17,K. Cambio por Chile,Republicano de Chile,SI
Diputado,81,Daniela Gallegos Porcile,De Atacama,Distrito 4,K. Cambio por Chile,Social Cristiano,NO
Diputado,81,Fernando Peña Rivera,Del Biobio,Distrito 21,K. Cambio por Chile,Republicano de Chile,NO
Diputado,82,Greis Parada Rojas,Del Maule,Distrito 17,K. Cambio por Chile,Republicano de Chile,NO
Diputado,82,Luis Nuñez Barrientos,De Atacama,Distrito 4,K. Cambio por Chile,Nacional Libertario,NO
Diputado,82,Solange Etchepare Lacoste,Del Biobio,Distrito 21,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,82,Yovana Ahumada Palma,De Antofagasta,Distrito 3,K. Cambio por Chile,Social Cristiano,NO
Diputado,83,Bernardo Fontaine Montero,Del Maule,Distrito 17,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,83,Carolina Moscoso Carrasco,De Antofagasta,Distrito 3,K. Cambio por Chile,Social Cristiano,NO
Diputado,83,Felipe Ross Correa,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Republicano de Chile,SI
Diputado,83,Ivania Paola Rojas Castillo,Del Biobio,Distrito 21,K. Cambio por Chile,Social Cristiano,NO
Diputado,83,Margarita Contreras Rios,De Atacama,Distrito 4,K. Cambio por Chile,Nacional Libertario,NO
Diputado,84,Leslie Moll Vera,De Antofagasta,Distrito 3,K. Cambio por Chile,Social Cristiano,NO
Diputado,84,Mario Caraves Heck,Del Maule,Distrito 17,K. Cambio por Chile,Nacional Libertario,NO
Diputado,84,Patricio Badilla Cofre,Del Biobio,Distrito 21,K. Cambio por Chile,Social Cristiano,NO
Diputado,84,Valentina Becerra Peña,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Republicano de Chile,SI
Diputado,85,Adriana Jimenez Retamal,De Antofagasta,Distrito 3,K. Cambio por Chile,Nacional Libertario,NO
Diputado,85,German Verdugo Soto,Del Maule,Distrito 17,K. Cambio por Chile,Nacional Libertario,SI
Diputado,85,Taryn Coopman Palavicino,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Nacional Libertario,NO
Diputado,86,Carlo Arqueros Pizarro,De Antofagasta,Distrito 3,K. Cambio por Chile,Republicano de Chile,SI
Diputado,86,Chiara Barchiesi Chavez,De Valparaiso,Distrito 6,K. Cambio por Chile,Republicano de Chile,SI
Diputado,86,Oscar Calfileo Castro,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Nacional Libertario,NO
Diputado,86,Patricio Arenas Roman,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Social Cristiano,NO
Diputado,86,Patricio Lineros Gonzalez,Del Maule,Distrito 17,K. Cambio por Chile,Social Cristiano,NO
Diputado,87,Benjamin Lorca Inzunza,De Valparaiso,Distrito 6,K. Cambio por Chile,Republicano de Chile,SI
Diputado,87,Bernardo Vasquez Bobadilla,Del Maule,Distrito 17,K. Cambio por Chile,Social Cristiano,NO
Diputado,87,Cristian Vivian Troncoso,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Social Cristiano,NO
Diputado,87,Paula Muñoz Carrasco,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Social Cristiano,NO
Diputado,87,Silvana Ubillo Rojas,De Antofagasta,Distrito 3,K. Cambio por Chile,Republicano de Chile,NO
Diputado,88,Cristian Araya Lerdo De Tejada,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Republicano de Chile,SI
Diputado,88,Daniel Tapia Mella,Metropolitana De Santiago,Distrito 13,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,88,Fernanda Aguirre Torres,Del Maule,Distrito 17,K. Cambio por Chile,Social Cristiano,NO
Diputado,88,Fernando Ugarte Tejeda,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Republicano de Chile,SI
Diputado,88,Manuel Millones Chirino,De Valparaiso,Distrito 6,K. Cambio por Chile,Independiente Republicano de Chile,NO
Diputado,89,Catalina Del Real Mihovilovic,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Republicano de Chile,SI
Diputado,89,Emiliano Garcia Bobadilla,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Republicano de Chile,NO
Diputado,89,Juan Irarrazaval Rossel,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Republicano de Chile,SI
Diputado,89,Marlene Gonzalez Ahumada,De Valparaiso,Distrito 6,K. Cambio por Chile,Social Cristiano,NO
Diputado,90,Christian Vargas Paredes,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Nacional Libertario,NO
Diputado,90,Diego Vergara Rodriguez,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Republicano de Chile,SI
Diputado,90,Pedro Lea-Plaza Edwards,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Republicano de Chile,NO
Diputado,90,Rodolfo Ponce Vargas,De Valparaiso,Distrito 6,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,91,Annemarie Muller During,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Republicano de Chile,NO
Diputado,91,Javiera Moreno Cerpa,Del Libertador General Bernardo O'Higgins,Distrito 15,K. Cambio por Chile,Nacional Libertario,NO
Diputado,91,Jose Vallejo Knockaert,De Valparaiso,Distrito 6,K. Cambio por Chile,Nacional Libertario,NO
Diputado,91,Michel Cartes Zuñiga,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Social Cristiano,NO
Diputado,92,Cristian Daly Dagorret,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Nacional Libertario,NO
Diputado,92,Juan Molina Romo,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Social Cristiano,NO
Diputado,92,Soledad Calvo Herrera,De Valparaiso,Distrito 6,K. Cambio por Chile,Nacional Libertario,NO
Diputado,93,Carlos Alarcon Castro,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Nacional Libertario,NO
Diputado,93,Carlos Barberis Avendaño,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Social Cristiano,NO
Diputado,93,Veronica Becerra Vergara,De Valparaiso,Distrito 6,K. Cambio por Chile,Nacional Libertario,NO
Diputado,94,Agustin Romero Leiva,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Republicano de Chile,SI
Diputado,94,Claudia Ormeño Urra,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Nacional Libertario,NO
Diputado,94,Jorge Villarroel Perez,De Valparaiso,Distrito 6,K. Cambio por Chile,Nacional Libertario,NO
Diputado,94,Maria Carolina Cotapos Mardones,Metropolitana De Santiago,Distrito 11,K. Cambio por Chile,Nacional Libertario,NO
Diputado,95,Enrique Bassaletti Riess,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Independiente Republicano de Chile,SI
Diputado,95,Josefina Dieguez Russell,Metropolitana De Santiago,Distrito 14,K. Cambio por Chile,Nacional Libertario,NO
Diputado,95,Sara Concha Smith,De Ñuble,Distrito 19,K. Cambio por Chile,Social Cristiano,SI
Diputado,96,Catherine Cebulj Navarrete,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Republicano de Chile,NO
Diputado,96,Erick Jimenez Garay,De Ñuble,Distrito 19,K. Cambio por Chile,Social Cristiano,NO
Diputado,96,Jose Carlos Meza Pereira,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Republicano de Chile,SI
Diputado,96,Judith Marin Morales,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Social Cristiano,NO
Diputado,97,Alejandra Osorio Cortes,De Ñuble,Distrito 19,K. Cambio por Chile,Social Cristiano,NO
Diputado,97,Elein Ossandon Manrique,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Social Cristiano,NO
Diputado,97,Enrique Muñoz Lagos,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Social Cristiano,NO
Diputado,97,Luis Fernando Sanchez Ossa,De Valparaiso,Distrito 7,K. Cambio por Chile,Republicano de Chile,NO
Diputado,97,Macarena Garcia-Huidobro Llort,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Republicano de Chile,NO
Diputado,97,Tatiana Castillo Gonzalez,De Coquimbo,Distrito 5,K. Cambio por Chile,Social Cristiano,NO
Diputado,98,Andrea Barrera Escobar,De Coquimbo,Distrito 5,K. Cambio por Chile,Social Cristiano,NO
Diputado,98,Felipe Corvalan Destefani,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Social Cristiano,NO
Diputado,98,Javiera Rodriguez Pascual,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Republicano de Chile,SI
Diputado,98,Kevin Valenzuela Arroyo,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Social Cristiano,NO
Diputado,98,Magdalena Oyarce Sepulveda,De Ñuble,Distrito 19,K. Cambio por Chile,Republicano de Chile,NO
Diputado,98,Rafael Gonzalez Camus,De Valparaiso,Distrito 7,K. Cambio por Chile,Republicano de Chile,NO
Diputado,98,Stephan Schubert Rubio,De La Araucania,Distrito 23,K. Cambio por Chile,Republicano de Chile,SI
Diputado,99,Angela Carrasco Jofre,De Valparaiso,Distrito 7,K. Cambio por Chile,Republicano de Chile,NO
Diputado,99,Camille Sigl Fuentes,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Nacional Libertario,NO
Diputado,99,Cristian Neira Martinez,De La Araucania,Distrito 23,K. Cambio por Chile,Republicano de Chile,SI
Diputado,99,Diego Sepulveda Palma,De Ñuble,Distrito 19,K. Cambio por Chile,Republicano de Chile,NO
Diputado,99,Italo Omegna Vergara,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Nacional Libertario,NO
Diputado,99,Matias Guzman Galleguillos,De Coquimbo,Distrito 5,K. Cambio por Chile,Social Cristiano,NO
Diputado,99,Maximiliano Murath Mansilla,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Nacional Libertario,NO
Diputado,102,Ana Araneda Gomez,Del Biobio,Distrito 20,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,77,José Antonio Urrutia Riesco,De Los Rios,Distrito 24,Candidatura Independiente,Candidatura Independiente,NO
Senador,11,Aucan Huilcaman Paillama,De La Araucania,Circunscripción Senatorial 11,A. Partido Ecologista Verde,Ecologista Verde,NO
Diputado,112,Saul Gonzalez Caceres,Del Biobio,Distrito 20,Candidatura Independiente,Candidatura Independiente,NO
Senador,35,Rosa Elizabeth Catrileo Arias,De La Araucania,Circunscripción Senatorial 11,Candidatura Independiente,Candidatura Independiente,NO
Senador,40,Juan Francisco Pulgar Castillo,Del Maule,Circunscripción Senatorial 9,Candidatura Independiente,Candidatura Independiente,NO
Diputado,67,Carlos Antonio Karim Bianchi Chelech,De Magallanes Y De La Antartica Chilena,Distrito 28,Candidatura Independiente,Candidatura Independiente,NO
Diputado,68,Claudia Paola Barrientos Sanchez,De Magallanes Y De La Antartica Chilena,Distrito 28,Candidatura Independiente,Candidatura Independiente,NO
